update_pose -90.38982151958463,-88.41059206944033,78.61654264326567,-79.7815833691312,-89.93102559249962,-2.253898693261004,0.5294117647058824
update_pose -90.68389498785362,-88.24024709234185,78.57468118427555,-79.97573814298417,-89.906280165581,-3.019116429451986,0.5294117647058824
update_pose -91.04554427010692,-88.0302961140505,78.5302160741571,-80.31397081637367,-89.88263142706258,-3.7843843508947117,0.5294117647058824
update_pose -91.47279520285795,-87.78016004597377,78.48322961247767,-80.79960525110329,-89.86044847824942,-4.549681441267632,0.5294117647058824
update_pose -91.96329702442407,-87.4891008270832,78.43387400420642,-81.43685267533033,-89.83972773369236,-5.315000515483017,0.5294117647058824
update_pose -92.51583929760164,-87.15638869652024,78.38237625940249,-82.19782170864057,-89.8168589830026,-6.08050843414103,0.5294117647058824
update_pose -93.13258994085362,-86.78213332998577,78.32885113470356,-82.9574921172298,-89.78835767315604,-6.846323973584772,0.5294117647058824
update_pose -93.81003017521968,-86.36557234911801,78.27276863103536,-83.71634400523392,-89.76160975821877,-7.612165706073607,0.5294117647058824
update_pose -94.54542233808324,-85.9057692743249,78.21371213653875,-84.4741789576235,-89.73501046569342,-8.37808936051035,0.5294117647058824
update_pose -95.29742944419246,-85.39715516514883,78.15146708733262,-85.23238261071793,-89.71703665325941,-9.144162687257666,0.5294117647058824
update_pose -96.04943655030166,-84.83734101675935,78.08576906554127,-85.99155607248198,-89.71193280106554,-9.90968370897134,0.5294117647058824
update_pose -96.80144365641085,-84.22626683770366,78.01665956883488,-86.75066356010525,-89.70991942235618,-10.675067624960386,0.5294117647058824
update_pose -97.55345076252007,-83.56406622748112,77.94414274966515,-87.50942246357533,-89.70868806979766,-11.440409985852625,0.5294117647058824
update_pose -98.30545786862928,-82.85092095181834,77.86822522691399,-88.26774522653848,-89.70765978144468,-12.205733564159074,0.5294117647058824
update_pose -99.05741647740587,-82.09891384570912,77.78873968205782,-89.02595368495092,-89.70980840198806,-12.970832768537985,0.5294117647058824
update_pose -99.80940352701896,-81.34690673959993,77.70612094452773,-89.78717102314384,-89.72637101529747,-13.735297935401485,0.5294117647058824
update_pose -100.56139812928278,-80.59489963349071,77.62096977458953,-90.54921647647346,-89.74539857675428,-14.49958350862428,0.5294117647058824
update_pose -101.31339526650116,-79.84289252738151,77.53382627487787,-91.31149069426543,-89.76388901317402,-15.263808940250808,0.5294117647058824
update_pose -102.0653936602049,-79.0908854212723,77.44517435452877,-92.07383706924057,-89.78119024062451,-16.0280047347428,0.5294117647058824
update_pose -102.8173929746251,-78.33887831516309,77.35544856353964,-92.83622166807324,-89.79724290720257,-16.792178809109796,0.5294117647058824
update_pose -103.5693931090214,-77.58687120905388,77.26503930268599,-93.59864438436526,-89.81212810736284,-17.556333399552898,0.5294117647058824
update_pose -104.32139401938142,-76.83486410294468,77.17429729123207,-94.36111441869953,-89.82595231161342,-18.320469344492626,0.5294117647058824
update_pose -105.07339567358768,-76.08285699683546,77.08353749766388,-95.12364347855161,-89.83881881878038,-19.08458716830455,0.5294117647058824
update_pose -105.82539804014615,-75.33084989072626,76.99304268080618,-95.88624382272708,-89.85082129517708,-19.84868735615261,0.5294117647058824
update_pose -106.57740108542536,-74.57884278461704,76.90306656665236,-96.64892763215671,-89.86204293238053,-20.61277042282698,0.5294117647058824
update_pose -107.32940477311513,-73.82683567850783,76.81383671030798,-97.41170675065625,-89.87255701266906,-21.376836927889766,0.5294117647058824
update_pose -108.0582612520152,-73.07482857239863,76.72559123547343,-98.1791815249562,-89.89332625200909,-22.140475609834176,0.5294117647058824
update_pose -108.71752460375073,-72.32282146628941,76.638733439569,-98.9557933139457,-89.92968749405952,-22.90368786366429,0.5294117647058824
update_pose -109.31146577035386,-71.57081436018021,76.55363329940548,-99.73414912607011,-89.96443070205598,-23.666859369729888,0.5294117647058824
update_pose -109.84249812413725,-70.818807254071,76.470571999195,-100.5140383507031,-89.9983749944453,-24.42996700742896,0.5294117647058824
update_pose -110.31888072979125,-70.06680014796179,76.3898411636137,-101.29381755945187,-90.02924298047627,-25.19281841870616,0.5294117647058824
update_pose -110.74738289628435,-69.3147930418526,76.31165262565604,-102.0723747495029,-90.05341408633151,-25.95581210151603,0.5294117647058824
update_pose -111.13281250061938,-68.56278593574338,76.23613467289869,-102.8498582084981,-90.07209989262392,-26.718925501786337,0.5294117647058824
update_pose -111.47952560464891,-67.81081252242997,76.16333018297726,-103.61454069419814,-90.06477814689784,-27.483671750798383,0.5294117647058824
update_pose -111.79139053563942,-67.0588724280448,76.09324104653379,-104.37949734170502,-90.05807170513317,-28.248548511348144,0.5294117647058824
update_pose -112.07189600704295,-66.30693827612077,76.02592552685863,-105.14448600543538,-90.05195791576864,-29.01336615115225,0.5294117647058824
update_pose -112.32414068322366,-65.55493117001157,75.9614362073863,-105.87834153613831,-90.06214714922093,-29.776823693682015,0.5294117647058824
update_pose -112.55100432816093,-64.80292406390235,75.8995252883911,-106.53824092399778,-90.07273203581335,-30.540244740875213,0.5294117647058824
update_pose -112.7550555177782,-64.0510006995468,75.83956988635227,-107.11936479019535,-90.06494182990434,-31.304944474898953,0.5294117647058824
update_pose -112.93851312772912,-63.299109911415044,75.78095526583681,-107.64013588679587,-90.05774556852903,-32.069763654839065,0.5294117647058824
update_pose -113.10340482854912,-62.54722202225053,75.7232530726132,-108.10610855722149,-90.05120092766114,-32.83452456534958,0.5294117647058824
update_pose -113.25156649810592,-61.795328466447145,75.6660997983758,-108.52249155413311,-90.04529994530957,-33.59918585310976,0.5294117647058824
update_pose -113.38465531789812,-61.04342636329951,75.60919048583862,-108.89405219073284,-90.04000815268653,-34.3637482389207,0.5294117647058824
update_pose -113.50416539821526,-60.291515025423145,75.55227195550442,-109.22511995562097,-90.03528091642919,-35.12822374457342,0.5294117647058824
update_pose -113.6114314079837,-59.550712678344745,75.49513644439402,-109.51933741425539,-90.03123208333614,-35.89252251928997,0.5294117647058824
update_pose -113.70764957878426,-58.83233799369343,75.43768880766254,-109.78655540474482,-90.03534967108945,-36.65627016573239,0.5294117647058824
update_pose -113.79397992834822,-58.135441575426356,75.38007388810723,-110.01722618475819,-90.031688927794,-37.42029487564216,0.5294117647058824
update_pose -113.87139616847949,-57.459892152720975,75.32224510306733,-110.2213722173641,-90.02843900515026,-38.18430489034899,0.5294117647058824
update_pose -113.94078996129258,-56.80528913544915,75.26426099300775,-110.40162304788853,-90.02560270804038,-38.948275866195324,0.5294117647058824
update_pose -114.00296623688754,-56.17132234515495,75.20618371884679,-110.5603871667512,-90.02314497513885,-39.7122099999557,0.5294117647058824
update_pose -114.10850237533032,-54.966331252267445,75.09002127598217,-110.82208713556982,-90.0190655975809,-41.24006674278791,1.0
update_pose -114.15310065634533,-54.39448487604577,75.03208360541892,-110.92869755840478,-90.01745937269511,-42.00394962079371,1.0
update_pose -114.19297924198364,-53.84283579379044,74.97433901621261,-111.02135514786177,-90.0160902483721,-42.76781247241147,1.0
update_pose -114.22861574710383,-53.311229606249675,74.91686098256,-111.10150999355682,-90.01492901690477,-43.53165833743919,1.0
update_pose -114.2604403291659,-52.7995234142669,74.8597226005623,-111.17047043619402,-90.01395056833461,-44.29548950235369,1.0
update_pose -114.28884043977929,-52.30758450290293,74.80299606685186,-111.2294175618713,-90.01313265744753,-45.05930788027701,1.0
update_pose -114.31416507910576,-51.8352894372461,74.7467522630453,-111.27941783718849,-90.01245535234477,-45.823115147472954,1.0
update_pose -114.33672861812767,-51.38252332016975,74.69106041158953,-111.32143434784938,-90.01190073215967,-46.58691279963833,1.0
update_pose -114.35681423686222,-50.949179137238644,74.63598779554951,-111.35633688155092,-90.0114526789929,-47.35070218044024,1.0
update_pose -114.37467702157039,-50.53515717144825,74.5815995547056,-111.38491101579548,-90.01109670944223,-48.11448449992631,1.0
update_pose -114.39054675293765,-50.140364465819765,74.52795851869449,-111.40786630295602,-90.01081982738776,-48.87826084862771,1.0
update_pose -114.40463041740425,-49.76471433754284,74.47512509204319,-111.42584365765829,-90.01061039063568,-49.64203220961071,1.0
update_pose -114.41731967583303,-49.652643447480536,74.42317793596278,-111.69457653643654,-90.34917484142109,-50.327324494179564,1.0
update_pose -114.42867554790122,-49.63680019816596,74.37678722715007,-111.68351696983893,-90.4588722540827,-51.092164959022654,1.0
update_pose -114.43881375792553,-49.64148754922468,74.33326099628496,-111.6714817766413,-90.41263339118964,-51.85630565744225,1.0
update_pose -114.44786244619519,-49.665486031656116,74.29240760092681,-111.65891483018679,-90.37202285075618,-52.6201448844337,1.0
update_pose -114.45596518029728,-49.708523374040276,74.25416052062747,-111.6464766988828,-90.33580046007302,-53.38390004401518,1.0
update_pose -114.46323526231197,-49.77051101353005,74.21846148655976,-111.63443598800305,-90.3033043293189,-54.147632217360865,1.0
update_pose -114.46976944116894,-49.851421813202364,74.18525814903634,-111.62292509889078,-90.27408785401218,-54.911359550521816,1.0
update_pose -114.47565308641519,-49.95124742252116,74.154503016993,-111.61202729782204,-90.24779733530156,-55.675087591323056,1.0
update_pose -114.48096246415972,-50.069985297850664,74.12615285501764,-111.60180560810863,-90.2241300867271,-56.43881807633072,1.0
update_pose -114.48576601819977,-50.20763519053018,74.10016826935984,-111.59231266378106,-90.20281881877233,-57.2025515949874,1.0
update_pose -114.49012527514786,-50.364198507006414,74.07651336171895,-111.58359431831268,-90.18362471064745,-57.96628840830802,1.0
update_pose -114.49409522119346,-50.539682505800954,74.0551554356097,-111.57568272799445,-90.16634338766804,-58.73002598557472,1.0
update_pose -114.49772802535574,-50.721996272962734,74.03606470243227,-111.56849164679063,-90.15058712409049,-59.4937948408487,1.0
update_pose -114.5010857532489,-50.8862789846463,74.01909860512427,-111.56303071591597,-90.13574113704121,-60.25776414209268,1.0
update_pose -114.50414887252317,-51.03417901520041,74.003879203874,-111.55829578934846,-90.12223292907605,-61.02177023871085,1.0
update_pose -114.5069359588427,-51.1672817920575,73.99015372186601,-111.55398733297375,-90.11008563611236,-61.785769636800204,1.0
update_pose -114.5094686705427,-51.28702813293539,73.97769942460597,-111.54996781251303,-90.0992070502508,-62.549752402208355,1.0
update_pose -114.51176835512545,-51.39472128126003,73.96632155724615,-111.54615939008202,-90.08947717596043,-63.31371829127477,1.0
update_pose -114.51385503209178,-51.49153808648321,73.95585059455048,-111.54250904079794,-90.08077648815892,-64.07766941177437,1.0
update_pose -114.51574715520158,-51.57854063951739,73.9461394749612,-111.5389760396259,-90.0729944480313,-64.84160811113489,1.0
update_pose -114.51746163223561,-51.65668729313817,73.93706102509304,-111.53552721346416,-90.06603141143025,-65.60553645784859,1.0
update_pose -114.51901392240293,-51.72684277045531,73.92850561109213,-111.53213492681842,-90.05979838547792,-66.36945617962,1.0
update_pose -114.52041815491052,-51.789787348368975,73.92037905626299,-111.52877607193311,-90.05421614823065,-67.1333687136089,1.0
update_pose -114.5216872431718,-51.84622514574022,73.91260076570107,-111.52543142207944,-90.04921424358793,-67.89727526971609,1.0
update_pose -114.52283299325107,-51.896791603281336,73.90510206542538,-111.52208514506954,-90.04473001608048,-68.66117688288432,1.0
update_pose -114.52386620140143,-51.94206022054724,73.89782471496008,-111.5187243864926,-90.04070773340048,-69.42507445166662,1.0
update_pose -114.52479756445791,-51.9825511811219,73.89071961249712,-111.51536626762471,-90.03708341082786,-70.18897050380656,1.0
